画像,ラベル
"[[[0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  ...,
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314]],

 [[0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  ...,
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314]],

 [[0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  ...,
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314]],

 ...,

 [[0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  ...,
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314]],

 [[0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  ...,
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314]],

 [[0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  ...,
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314],
  [0.79607843, 0.61176471, 0.40784314]]]","(203, 156, 104)"
"[[[0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  ...,
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922]],

 [[0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  ...,
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922]],

 [[0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  ...,
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922]],

 ...,

 [[0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  ...,
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922]],

 [[0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  ...,
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922]],

 [[0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  ...,
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922],
  [0.45098039, 0.83921569, 0.89803922]]]","(115, 214, 229)"
"[[[0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  ...,
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824]],

 [[0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  ...,
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824]],

 [[0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  ...,
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824]],

 ...,

 [[0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  ...,
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824]],

 [[0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  ...,
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824]],

 [[0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  ...,
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824],
  [0.49803922, 0.59607843, 0.87058824]]]","(127, 152, 222)"
"[[[0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  ...,
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039]],

 [[0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  ...,
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039]],

 [[0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  ...,
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039]],

 ...,

 [[0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  ...,
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039]],

 [[0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  ...,
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039]],

 [[0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  ...,
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039],
  [0.59607843, 0.4627451 , 0.25098039]]]","(152, 118, 64)"
"[[[0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  ...,
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608]],

 [[0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  ...,
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608]],

 [[0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  ...,
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608]],

 ...,

 [[0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  ...,
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608]],

 [[0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  ...,
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608]],

 [[0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  ...,
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608],
  [0.69803922, 0.72156863, 0.69019608]]]","(178, 184, 176)"
"[[[0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  ...,
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353]],

 [[0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  ...,
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353]],

 [[0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  ...,
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353]],

 ...,

 [[0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  ...,
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353]],

 [[0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  ...,
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353]],

 [[0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  ...,
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353],
  [0.75294118, 0.78039216, 0.45882353]]]","(192, 199, 117)"
"[[[0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  ...,
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059]],

 [[0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  ...,
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059]],

 [[0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  ...,
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059]],

 ...,

 [[0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  ...,
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059]],

 [[0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  ...,
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059]],

 [[0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  ...,
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059],
  [0.96078431, 0.18039216, 0.17647059]]]","(245, 46, 45)"
"[[[0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  ...,
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098]],

 [[0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  ...,
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098]],

 [[0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  ...,
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098]],

 ...,

 [[0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  ...,
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098]],

 [[0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  ...,
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098]],

 [[0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  ...,
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098],
  [0.59215686, 0.90588235, 0.22745098]]]","(151, 231, 58)"
"[[[0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  ...,
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725]],

 [[0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  ...,
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725]],

 [[0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  ...,
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725]],

 ...,

 [[0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  ...,
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725]],

 [[0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  ...,
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725]],

 [[0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  ...,
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725],
  [0.34117647, 0.04313725, 0.44313725]]]","(87, 11, 113)"
"[[[0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  ...,
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176]],

 [[0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  ...,
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176]],

 [[0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  ...,
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176]],

 ...,

 [[0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  ...,
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176]],

 [[0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  ...,
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176]],

 [[0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  ...,
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176],
  [0.67058824, 0.45098039, 0.72941176]]]","(171, 115, 186)"
"[[[0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  ...,
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961]],

 [[0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  ...,
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961]],

 [[0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  ...,
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961]],

 ...,

 [[0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  ...,
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961]],

 [[0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  ...,
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961]],

 [[0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  ...,
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961],
  [0.8       , 0.95294118, 0.94901961]]]","(204, 243, 242)"
"[[[0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  ...,
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314]],

 [[0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  ...,
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314]],

 [[0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  ...,
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314]],

 ...,

 [[0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  ...,
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314]],

 [[0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  ...,
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314]],

 [[0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  ...,
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314],
  [0.16078431, 0.39607843, 0.20784314]]]","(41, 101, 53)"
"[[[0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  ...,
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ]],

 [[0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  ...,
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ]],

 [[0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  ...,
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ]],

 ...,

 [[0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  ...,
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ]],

 [[0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  ...,
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ]],

 [[0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  ...,
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ],
  [0.22352941, 0.53333333, 0.6627451 ]]]","(57, 136, 169)"
"[[[0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  ...,
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333]],

 [[0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  ...,
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333]],

 [[0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  ...,
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333]],

 ...,

 [[0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  ...,
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333]],

 [[0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  ...,
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333]],

 [[0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  ...,
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333],
  [0.71372549, 0.05490196, 0.33333333]]]","(182, 14, 85)"
"[[[0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  ...,
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706]],

 [[0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  ...,
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706]],

 [[0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  ...,
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706]],

 ...,

 [[0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  ...,
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706]],

 [[0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  ...,
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706]],

 [[0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  ...,
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706],
  [0.7372549 , 0.39215686, 0.11764706]]]","(188, 100, 30)"
